fixedacidity,volatileacidity,residualsugar,chlorides,totalsulfurdioxide,density,pH,alcohol
6.6,0.32,8.0,0.047,168.0,0.9949,3.15,9.6
6.4,0.12,1.1,0.031,94.0,0.98986,3.01,11.7
6.4,0.23,8.1,0.054,181.0,0.9954,3.12,9.4
7.2,0.4,10.8,0.041,189.0,0.9976,3.08,8.6
6.4,0.24,5.8,0.053,120.0,0.9942,3.01,10.5
5.9,0.415,1.4,0.04,64.0,0.9922,3.29,10.5
7.6,0.1,1.0,0.031,93.0,0.99094,3.06,11.2
6.9,0.19,13.5,0.038,118.0,0.99546,3.0,10.7
5.9,0.29,7.9,0.044,197.0,0.99512,3.21,9.4
6.8,0.24,9.5,0.042,157.0,0.99586,3.11,10.1
7.9,0.345,15.3,0.047,171.0,0.9987,3.09,9.1
7.4,0.18,2.1,0.036,187.0,0.9938,3.4,10.6
6.2,0.31,4.8,0.037,148.0,0.9928,3.21,10.4
7.0,0.45,19.8,0.04,67.0,0.9976,3.07,11.0
6.4,0.22,4.9,0.046,156.0,0.99316,3.38,11.2
6.4,0.22,12.0,0.066,158.0,0.9992,3.6,9.0
7.3,0.2,1.4,0.045,98.0,0.9924,3.15,10.0
6.9,0.37,13.8,0.031,137.0,0.9948,3.1,11.6
6.5,0.26,1.4,0.04,184.0,0.99216,3.29,10.7
7.3,0.27,9.7,0.042,130.0,0.9979,3.48,9.9
7.1,0.27,12.6,0.044,118.0,0.99726,3.04,10.0
8.6,0.23,4.2,0.035,109.0,0.9947,3.14,9.7
8.6,0.26,2.2,0.049,111.0,0.9941,2.96,10.0
7.7,0.23,10.7,0.038,186.0,0.9969,3.12,9.5
6.4,0.25,5.5,0.038,129.0,0.9948,3.14,9.6
5.8,0.28,2.6,0.054,156.0,0.9914,3.53,12.4
6.2,0.39,4.8,0.037,138.0,0.99174,3.23,11.2
7.2,0.16,1.0,0.031,123.0,0.98958,3.12,12.1
7.6,0.18,7.1,0.041,110.0,0.99652,3.2,9.2
7.4,0.24,10.1,0.05,105.0,0.9962,3.13,9.5
6.7,0.24,3.85,0.042,179.0,0.99189,3.04,11.3
6.4,0.25,4.5,0.039,147.0,0.9921,3.18,11.1
7.5,0.23,17.8,0.058,212.0,1.00241,3.44,8.9
6.6,0.22,14.7,0.045,136.0,0.99704,3.14,10.6
7.3,0.33,6.85,0.038,138.0,0.992,3.03,11.9
7.2,0.24,2.0,0.029,63.0,0.99076,3.13,12.5
9.0,0.55,8.1,0.026,71.0,0.993,2.94,11.8
7.1,0.33,1.6,0.03,126.0,0.9901,3.22,12.1
6.3,0.24,13.7,0.035,134.0,0.99567,3.17,10.6
6.7,0.5,13.4,0.078,238.0,0.9988,3.08,9.2
7.5,0.26,11.8,0.046,164.0,0.99814,3.17,8.9
6.9,0.3,15.7,0.056,159.0,0.99827,3.11,9.0
6.4,0.21,5.1,0.097,105.0,0.9939,3.07,9.6
6.8,0.2,1.6,0.028,46.0,0.99175,3.21,10.9
6.4,0.17,1.5,0.091,135.0,0.9938,3.25,9.6
6.8,0.3,20.3,0.037,150.0,0.99727,3.04,12.3
7.2,0.16,7.1,0.054,224.0,0.9966,3.38,10.1
7.5,0.27,7.0,0.036,164.0,0.9939,3.03,11.0
6.2,0.22,12.4,0.054,152.0,0.99728,3.1,9.5
6.0,0.16,1.5,0.025,117.0,0.9928,3.46,9.7
8.0,0.14,1.5,0.035,120.0,0.9928,3.26,10.6
6.9,0.14,9.9,0.056,91.0,0.99512,3.19,9.9
7.1,0.2,2.1,0.054,166.0,0.9948,3.48,10.5
6.0,0.26,5.2,0.027,178.0,0.9914,3.4,12.3
7.5,0.27,17.7,0.051,173.0,0.999,3.09,10.2
7.5,0.38,12.8,0.042,184.0,0.9984,3.09,9.0
6.0,0.36,3.2,0.027,125.0,0.991,3.38,11.3
7.3,0.24,13.6,0.05,178.0,0.9988,3.37,9.7
6.6,0.3,8.0,0.038,200.0,0.9956,3.18,9.5
6.1,0.36,19.35,0.07,207.0,1.00118,3.39,9.1
7.4,0.15,1.7,0.045,154.0,0.992,3.0,10.4
6.7,0.18,10.2,0.039,115.0,0.99469,3.11,10.9
7.0,0.15,16.4,0.058,110.0,0.9978,3.15,9.7
7.9,0.19,2.1,0.039,143.0,0.9942,3.05,9.8
6.8,0.18,12.8,0.062,171.0,0.99808,3.0,9.0
9.3,0.2,1.7,0.05,178.0,0.9954,3.16,9.0
6.8,0.39,14.35,0.043,162.0,0.9988,3.17,9.1
5.6,0.18,10.2,0.028,131.0,0.9954,3.49,10.8
5.6,0.18,1.25,0.034,129.0,0.98984,3.51,12.0
7.6,0.18,18.05,0.046,158.0,0.9996,3.06,9.2
7.0,0.11,4.6,0.057,144.0,0.9956,3.55,9.4
7.2,0.22,7.2,0.06,132.0,0.9935,3.08,11.3
6.4,0.32,10.7,0.047,206.0,0.9968,3.08,9.4
6.5,0.34,1.8,0.041,188.0,0.9928,3.13,9.6
6.4,0.62,4.7,0.06,196.0,0.99556,3.22,8.9
9.2,0.28,11.8,0.042,137.0,0.998,3.1,10.1
6.7,0.29,14.3,0.054,181.0,0.99869,3.14,9.1
7.5,0.24,13.1,0.05,180.0,0.99884,3.05,9.1
7.8,0.15,1.1,0.035,93.0,0.99096,3.07,11.3
5.8,0.23,4.5,0.046,124.0,0.99324,3.31,10.8
6.7,0.24,12.6,0.053,182.0,0.99802,3.42,9.7
6.3,0.3,8.2,0.034,199.0,0.99394,3.39,11.7
7.1,0.85,8.7,0.028,184.0,0.9962,3.22,10.7
6.2,0.32,2.2,0.036,70.0,0.9899,3.16,12.7
6.8,0.26,1.9,0.043,154.0,0.99273,3.18,10.5
8.2,0.26,1.3,0.046,69.0,0.9944,3.14,10.2
6.3,0.48,1.8,0.035,96.0,0.99121,3.49,12.2
5.3,0.6,1.4,0.031,60.0,0.98854,3.27,13.0
6.6,0.29,2.2,0.027,92.0,0.99,3.12,12.4
7.8,0.13,1.8,0.04,179.0,0.9955,3.43,9.0
7.0,0.24,1.8,0.047,91.0,0.99251,3.3,9.9
7.2,0.31,7.2,0.046,178.0,0.9955,3.14,9.7
5.9,0.15,5.8,0.041,155.0,0.9945,3.52,10.5
8.0,0.24,6.8,0.047,134.0,0.99616,3.23,10.0
7.4,0.21,12.3,0.038,183.0,0.99778,2.95,9.0
7.3,0.19,1.4,0.051,107.0,0.99382,3.53,10.5
6.2,0.38,7.4,0.095,195.0,0.99773,3.53,9.2
7.7,0.28,6.9,0.041,163.0,0.9952,3.44,10.5
6.7,0.47,4.75,0.034,134.0,0.99056,3.29,13.0
7.3,0.22,2.3,0.018,80.0,0.98936,3.06,12.9
7.0,0.19,6.3,0.032,127.0,0.99182,3.31,12.2
7.8,0.25,1.0,0.043,80.0,0.99128,3.08,11.4
7.9,0.35,1.6,0.038,124.0,0.9928,3.25,11.0
6.0,0.32,1.3,0.025,112.0,0.98802,3.07,13.3
6.6,0.3,8.0,0.036,124.0,0.99362,3.06,10.8
6.3,0.305,16.0,0.061,141.0,0.99824,3.08,9.1
9.2,0.23,10.7,0.037,145.0,0.9981,3.09,9.7
6.0,0.33,9.7,0.04,124.0,0.9954,3.47,11.0
5.6,0.28,6.1,0.034,118.0,0.99144,3.21,12.1
6.9,0.22,6.0,0.035,141.0,0.99123,3.11,12.5
7.1,0.23,13.7,0.058,172.0,0.99755,2.9,9.0
6.9,0.23,8.0,0.03,114.0,0.99368,3.22,11.0
6.3,0.26,1.5,0.052,134.0,0.9924,2.99,9.8
6.4,0.19,10.2,0.043,106.0,0.99632,3.16,9.7
7.3,0.18,1.2,0.044,143.0,0.9918,3.2,11.3
7.3,0.22,15.5,0.048,203.0,0.99899,3.25,9.4
6.2,0.55,12.0,0.049,186.0,0.9974,3.17,9.3
6.5,0.26,16.3,0.051,197.0,1.0004,3.49,9.8
7.4,0.31,10.7,0.039,147.0,0.9977,3.02,8.7
7.8,0.17,1.7,0.029,128.0,0.99272,3.37,10.7
6.7,0.28,8.9,0.048,111.0,0.99455,3.25,11.0
6.0,0.28,2.3,0.051,147.0,0.994,3.23,10.3
6.6,0.3,8.0,0.036,124.0,0.99362,3.06,10.8
7.3,0.23,0.9,0.031,86.0,0.98926,2.9,12.2
6.5,0.24,8.2,0.043,156.0,0.99453,3.13,10.1
6.8,0.12,12.9,0.049,88.0,0.99654,3.2,9.9
6.9,0.23,4.0,0.047,128.0,0.9944,3.2,9.7
7.1,0.21,1.6,0.167,120.0,0.99324,2.97,9.2
7.4,0.28,11.9,0.053,148.0,0.9976,3.1,9.2
5.8,0.315,1.55,0.026,70.0,0.98994,3.37,11.9
6.0,0.28,15.5,0.036,134.0,0.99408,3.19,13.0
6.3,0.23,1.8,0.033,91.0,0.9906,3.28,11.8
6.9,0.28,9.1,0.037,76.0,0.9948,3.05,11.1
5.2,0.5,2.0,0.036,129.0,0.98949,3.36,13.4
6.8,0.67,13.0,0.29,193.0,0.9984,3.08,9.0
6.5,0.13,2.6,0.035,76.0,0.9914,3.21,11.3333333333333
6.3,0.24,1.6,0.052,185.0,0.9934,3.21,9.4
6.9,0.31,1.6,0.036,114.0,0.99068,3.19,11.4
9.2,0.16,2.0,0.044,107.0,0.99514,3.1,10.2
7.2,0.24,1.2,0.037,95.0,0.98914,2.96,12.5
6.2,0.25,15.8,0.057,167.0,0.99804,3.14,9.2
8.9,0.24,15.75,0.035,132.0,0.996,3.0,12.1
7.2,0.31,13.3,0.056,195.0,0.9982,3.01,9.2
6.9,0.4,12.9,0.033,186.0,0.99754,3.08,9.4
6.8,0.18,12.8,0.062,171.0,0.99808,3.0,9.0
8.8,0.39,1.8,0.096,80.0,0.99016,2.95,12.6
6.5,0.24,1.1,0.034,83.0,0.98928,3.25,12.3
6.4,0.28,7.1,0.048,179.0,0.99528,3.15,9.2
5.8,0.13,5.1,0.039,103.0,0.99478,3.36,9.3
7.0,0.29,10.7,0.046,234.0,0.9966,3.05,9.5
6.9,0.19,1.6,0.039,98.0,0.9898,3.09,12.3
5.8,0.24,1.4,0.038,76.0,0.98711,3.1,13.9
7.3,0.2,2.3,0.048,87.0,0.99044,2.94,12.0
6.7,0.2,9.1,0.044,166.0,0.9954,3.14,9.8
7.8,0.29,7.0,0.042,161.0,0.9941,3.26,11.2
6.8,0.22,6.9,0.037,121.0,0.99176,3.02,11.9
6.8,0.18,5.4,0.054,143.0,0.99287,3.1,11.0
6.9,0.21,1.8,0.021,80.0,0.98992,3.15,12.3
8.2,0.28,1.8,0.031,93.0,0.9917,3.09,11.4
8.2,0.34,8.0,0.046,223.0,0.996,3.08,10.7
7.8,0.27,1.8,0.05,127.0,0.9934,3.15,9.9
7.7,0.35,8.65,0.033,186.0,0.9931,3.14,12.4
8.0,0.22,14.0,0.053,197.0,0.9981,3.14,9.8
6.6,0.27,8.1,0.044,202.0,0.99548,3.18,9.5
6.8,0.18,7.2,0.047,109.0,0.99498,3.42,10.4
6.8,0.22,0.9,0.052,128.0,0.991,3.25,11.4
6.6,0.32,4.6,0.031,120.0,0.99198,3.4,12.5
7.6,0.27,2.0,0.059,175.0,0.9944,3.22,9.9
7.0,0.17,5.7,0.025,111.0,0.9938,3.2,10.8
6.0,0.3,1.5,0.046,182.0,0.99455,3.5,10.4
7.1,0.38,2.2,0.042,201.0,0.99177,3.03,11.4
6.8,0.37,11.8,0.044,163.0,0.9976,3.19,8.8
7.9,0.25,5.3,0.031,117.0,0.9918,3.06,11.8
6.9,0.2,1.1,0.06,104.0,0.99317,2.99,9.2
7.0,0.3,6.4,0.034,97.0,0.9924,3.23,11.8
7.7,0.27,1.8,0.028,168.0,0.9911,2.99,12.1
8.0,0.29,13.2,0.046,113.0,0.9983,3.25,9.7
6.6,0.26,2.9,0.026,126.0,0.99089,3.22,11.3
8.0,0.27,10.4,0.053,134.0,0.99732,3.12,9.0
6.8,0.21,2.9,0.046,121.0,0.9913,3.07,10.9
7.1,0.22,2.8,0.033,153.0,0.9899,3.15,12.7
7.9,0.28,3.6,0.038,76.0,0.992,3.05,11.7
5.3,0.32,6.6,0.043,141.0,0.9937,3.36,10.4
5.5,0.16,4.5,0.03,102.0,0.9938,3.24,9.4
7.4,0.21,7.9,0.039,118.0,0.9942,2.96,10.4
7.9,0.18,1.2,0.04,75.0,0.992,3.18,10.8
6.1,0.16,12.6,0.064,162.0,0.9994,3.66,8.9
7.0,0.31,1.7,0.029,61.0,0.9918,3.07,10.4
6.8,0.13,1.4,0.034,102.0,0.99121,3.23,11.3
6.6,0.26,4.8,0.138,168.0,0.9951,3.2,9.3
6.6,0.15,1.0,0.037,79.0,0.98949,2.96,11.7
7.4,0.24,10.7,0.042,81.0,0.9954,2.86,9.7
7.0,0.2,2.0,0.03,136.0,0.9932,3.28,10.2
6.7,0.3,12.1,0.045,127.0,0.9974,3.04,8.9
7.9,0.21,1.2,0.039,107.0,0.992,3.21,10.8
7.5,0.28,10.2,0.045,209.0,0.9972,3.16,9.6
5.7,0.28,2.2,0.019,65.0,0.9902,3.06,11.2
6.7,0.48,2.9,0.03,122.0,0.98926,3.13,13.0
7.3,0.24,17.95,0.057,149.0,0.9999,3.21,8.6
8.0,0.24,17.45,0.056,184.0,0.9997,3.05,9.2
6.0,0.29,10.8,0.048,149.0,0.9937,3.09,10.9666666666667
8.8,0.36,1.9,0.04,121.0,0.9953,3.19,9.9
6.9,0.18,8.1,0.049,176.0,0.9958,3.3,9.8
6.4,0.31,7.4,0.049,169.0,0.99323,3.27,11.1
6.7,0.42,9.7,0.054,234.0,0.99848,3.23,9.0
6.3,0.16,1.6,0.033,148.0,0.9914,3.44,11.4
6.9,0.27,7.5,0.03,117.0,0.99116,3.09,13.0
7.8,0.3,4.6,0.024,198.0,0.99222,3.06,11.9
6.4,0.16,1.4,0.04,149.0,0.9933,3.49,10.0
8.7,0.31,14.35,0.044,191.0,1.00013,2.96,8.7
7.9,0.21,2.0,0.057,138.0,0.99176,3.05,10.9
6.2,0.34,7.6,0.047,232.0,0.9955,3.35,10.0
6.9,0.48,3.5,0.03,135.0,0.9904,3.14,12.2
6.0,0.27,1.3,0.038,138.0,0.99125,3.46,11.1
5.8,0.24,3.5,0.029,109.0,0.9913,3.53,11.7
7.9,0.41,4.5,0.03,114.0,0.992,3.17,12.4
7.3,0.23,14.6,0.048,223.0,0.99863,3.16,9.4
6.1,0.25,12.1,0.046,172.0,0.998,3.35,9.5
6.8,0.16,1.8,0.046,114.0,0.99226,3.27,10.8
7.6,0.34,7.6,0.04,215.0,0.9965,3.11,9.2
6.0,0.28,17.8,0.047,111.0,0.99896,3.1,8.9
6.8,0.21,14.6,0.053,159.0,0.99805,2.93,9.2
8.1,0.4,7.9,0.031,118.0,0.99176,3.05,13.3
7.4,0.3,1.7,0.03,128.0,0.9929,3.17,10.9
7.2,0.2,16.2,0.043,103.0,0.9987,3.06,9.2
6.2,0.36,5.25,0.038,145.0,0.99184,3.22,11.2
7.2,0.2,2.0,0.039,188.0,0.9911,3.3,12.0
7.0,0.2,5.9,0.038,128.0,0.9938,3.21,10.8
6.8,0.35,10.1,0.053,151.0,0.9963,3.07,9.4
6.6,0.26,2.9,0.026,126.0,0.99089,3.22,11.3
5.3,0.3,1.1,0.077,166.0,0.9944,3.3,8.7
6.4,0.23,7.9,0.05,150.0,0.99488,2.86,9.3
6.4,0.105,1.1,0.035,140.0,0.99142,3.17,10.7
6.2,0.3,1.3,0.054,183.0,0.99266,3.3,10.1
6.8,0.26,13.9,0.034,134.0,0.9949,3.33,12.0
5.8,0.15,0.8,0.037,127.0,0.99198,3.24,9.3
6.3,0.15,1.4,0.022,100.0,0.99099,3.42,11.4
6.3,0.28,6.8,0.051,143.0,0.99374,3.43,11.0
6.2,0.2,1.1,0.047,119.0,0.99158,3.48,11.0
5.9,0.24,1.3,0.032,95.0,0.98889,3.08,12.9
7.2,0.16,1.2,0.031,84.0,0.9928,3.33,9.9
6.8,0.34,1.4,0.049,118.0,0.9936,3.21,9.5
6.2,0.36,10.4,0.06,184.0,0.99711,3.31,9.8
5.4,0.24,2.3,0.05,145.0,0.99207,3.24,10.3
7.9,0.28,7.7,0.045,195.0,0.9954,3.04,11.0
6.9,0.24,15.4,0.052,198.0,0.9986,3.2,9.4
6.4,0.26,6.4,0.04,124.0,0.9903,3.22,12.6
7.5,0.19,1.8,0.055,110.0,0.9946,3.33,9.9
6.9,0.3,1.3,0.053,189.0,0.99362,3.29,9.9
5.3,0.31,10.5,0.031,140.0,0.99321,3.34,11.7
6.6,0.28,7.0,0.046,194.0,0.99558,3.14,9.4
6.45,0.14,1.2,0.05,129.0,0.99116,3.27,11.1
4.9,0.335,1.3,0.036,168.0,0.99212,3.47,10.4666666666667
6.6,0.325,7.7,0.049,217.0,0.996,3.16,9.3
7.8,0.24,2.1,0.058,167.0,0.994,3.21,9.9
8.4,0.22,8.9,0.024,118.0,0.99456,2.99,10.5
7.2,0.34,10.4,0.108,187.0,0.99738,2.96,9.4
6.8,0.23,16.1,0.053,194.0,0.9988,3.18,10.2
6.6,0.22,17.3,0.047,118.0,0.99906,3.08,8.8
7.4,0.35,6.0,0.042,123.0,0.99304,3.14,11.3
6.8,0.39,7.4,0.02,133.0,0.99212,3.18,12.0
6.9,0.42,15.4,0.043,201.0,0.99848,3.08,9.4
8.6,0.22,1.2,0.031,95.0,0.99239,2.83,10.3
6.8,0.24,18.3,0.046,142.0,1.0,3.3,8.7
9.0,0.26,6.7,0.029,162.0,0.99497,3.08,10.6
6.9,0.29,7.8,0.046,171.0,0.99537,3.12,9.6
6.6,0.35,4.9,0.032,125.0,0.99253,3.32,12.0
6.2,0.21,6.5,0.047,123.0,0.99418,3.22,9.9
7.6,0.3,2.1,0.043,98.0,0.99296,3.17,11.0
6.9,0.17,4.6,0.064,152.0,0.9952,3.29,9.3
5.6,0.19,2.7,0.027,100.0,0.98964,3.46,13.2
5.6,0.27,0.9,0.025,49.0,0.98845,3.29,13.1
6.9,0.4,12.9,0.033,186.0,0.99754,3.08,9.4
4.9,0.335,1.3,0.036,168.0,0.99212,3.47,10.4666666666667
6.7,0.16,12.5,0.035,156.0,0.99666,2.88,9.0
8.2,0.42,4.1,0.03,100.0,0.9911,3.0,12.8
7.0,0.3,13.6,0.05,168.0,0.9976,3.07,9.6
7.6,0.27,13.9,0.05,199.0,0.9984,3.34,9.8
7.7,0.29,2.3,0.049,178.0,0.9931,3.17,10.6
5.8,0.25,13.3,0.044,137.0,0.9972,3.34,9.5
5.9,0.27,11.4,0.036,115.0,0.9949,3.35,10.5
6.9,0.38,13.65,0.048,189.0,0.99784,3.0,9.5
8.4,0.3,17.75,0.047,218.0,1.00016,2.98,9.1
6.1,0.26,2.9,0.047,440.0,0.99314,3.44,10.5
5.9,0.5,2.6,0.054,146.0,0.9948,3.43,9.2
6.8,0.26,16.95,0.056,179.0,0.9998,3.45,9.6
8.5,0.21,9.25,0.034,142.0,0.9945,3.05,11.4
6.2,0.25,8.0,0.049,206.0,0.99586,3.16,9.1
7.7,0.34,11.0,0.04,117.0,0.99815,3.27,9.2
6.6,0.38,4.6,0.044,78.0,0.9931,3.11,10.2
6.9,0.32,8.3,0.053,180.0,0.9965,3.25,9.2
6.3,0.21,11.7,0.048,147.0,0.99482,3.22,10.8
6.7,0.27,3.6,0.034,45.0,0.99144,3.08,10.5
6.0,0.34,6.1,0.046,134.0,0.99462,3.48,10.7
7.2,0.24,2.2,0.037,102.0,0.992,3.27,11.0
7.9,0.2,1.2,0.04,118.0,0.9932,3.14,10.6
6.7,0.24,8.4,0.042,123.0,0.99473,3.34,10.9
7.4,0.18,1.3,0.048,105.0,0.994,3.52,10.6
6.3,0.23,1.8,0.033,91.0,0.9906,3.28,11.8
6.9,0.19,19.25,0.043,167.0,0.99954,2.93,9.1
7.2,0.55,1.5,0.108,151.0,0.9938,3.07,9.2
6.7,0.15,1.7,0.037,84.0,0.99046,3.09,11.4
7.2,0.19,6.3,0.034,103.0,0.99305,3.15,11.4
6.7,0.34,16.4,0.051,146.0,0.99834,3.06,9.1
6.4,0.21,11.6,0.042,153.0,0.9972,3.15,8.8
9.2,0.35,0.9,0.042,61.0,0.9924,2.96,10.4
8.4,0.2,2.8,0.054,89.0,0.99416,2.96,9.5
8.9,0.26,8.1,0.024,202.0,0.99558,3.13,10.8
7.0,0.48,4.5,0.05,86.0,0.99398,2.86,9.0
6.0,0.22,11.1,0.056,177.0,0.9961,3.08,9.4
6.2,0.36,3.2,0.032,73.0,0.98942,2.9,12.6
6.8,0.25,1.4,0.056,137.0,0.9935,3.11,9.5
7.0,0.24,1.0,0.032,104.0,0.98988,3.16,11.7
7.6,0.18,7.1,0.041,110.0,0.99652,3.2,9.2
6.6,0.5,11.3,0.029,110.0,0.99302,3.27,12.9
6.6,0.27,1.3,0.044,93.0,0.99044,3.11,12.25
7.4,0.27,11.8,0.053,173.0,0.99699,3.11,9.8
7.6,0.22,12.0,0.056,143.0,0.9983,2.99,9.2
6.1,0.45,0.8,0.039,82.0,0.9927,3.23,9.5
6.0,0.19,1.2,0.046,92.0,0.99033,3.22,11.3
6.8,0.24,2.7,0.047,218.5,0.9934,3.3,9.7
6.7,0.2,14.0,0.038,160.0,0.9987,3.16,9.4
6.3,0.18,1.2,0.034,111.0,0.99074,3.16,11.0
7.4,0.18,13.1,0.056,163.0,1.0,3.42,9.1
7.5,0.38,4.9,0.021,113.0,0.99026,3.08,13.0
7.4,0.22,1.2,0.035,97.0,0.99245,3.12,9.7
6.4,0.26,12.6,0.033,230.0,0.9974,3.08,8.9
7.1,0.2,7.4,0.053,211.0,0.99587,3.31,10.4
6.3,0.26,2.2,0.043,175.0,0.9918,3.38,11.6
7.4,0.31,14.2,0.042,204.0,0.9983,3.06,9.4
5.9,0.21,1.8,0.033,142.0,0.98984,3.35,12.7
6.3,0.21,13.9,0.046,179.0,0.9971,3.36,10.4
6.5,0.25,15.2,0.049,217.0,0.9972,3.19,9.9
6.5,0.41,14.0,0.048,113.0,0.9982,3.44,9.8
7.4,0.44,11.5,0.049,157.0,0.998,3.27,9.0
6.9,0.32,2.3,0.03,103.0,0.99106,3.06,11.1
5.2,0.21,1.7,0.048,61.0,0.98953,3.24,12.0
6.6,0.23,14.9,0.051,118.0,0.99835,3.04,9.0
7.9,0.26,10.3,0.039,212.0,0.9969,2.93,9.5
7.8,0.27,1.2,0.05,140.0,0.99138,3.09,11.2
5.9,0.3,4.2,0.038,119.0,0.9924,3.15,11.0
6.7,0.25,1.2,0.041,174.0,0.992,3.14,9.8
7.1,0.23,2.6,0.034,148.0,0.99121,3.03,11.3
7.6,0.2,4.8,0.033,76.0,0.99076,2.98,12.3
7.1,0.28,8.5,0.03,191.0,0.99338,3.16,12.2
7.1,0.38,13.6,0.041,137.0,0.99461,3.02,12.1
6.1,0.41,10.4,0.037,119.0,0.996,3.38,10.0
7.3,0.36,13.3,0.054,193.0,0.99864,3.06,8.6
6.0,0.26,3.8,0.029,180.0,0.99011,3.15,12.0
6.0,0.29,12.6,0.045,187.0,0.9972,3.33,9.5
6.8,0.22,6.3,0.035,170.0,0.9918,3.24,12.6
6.4,0.26,8.2,0.05,182.0,0.99542,3.23,9.5
7.3,0.24,2.0,0.021,69.0,0.99,3.08,12.2
7.2,0.2,1.6,0.028,168.0,0.99203,3.17,11.5
6.2,0.16,1.1,0.036,184.0,0.99096,3.22,11.0
6.9,0.29,8.6,0.056,215.0,0.9967,3.17,8.8
7.2,0.23,13.7,0.052,197.0,0.99865,3.12,9.0
6.5,0.24,1.0,0.027,90.0,0.98926,3.24,12.3
7.7,0.32,10.6,0.036,153.0,0.9978,3.13,8.9
7.7,0.44,11.2,0.031,167.0,0.9948,3.12,11.3
6.6,0.28,12.9,0.033,177.0,0.99479,3.12,11.2
6.4,0.24,11.6,0.047,211.0,0.9966,3.18,9.3
4.4,0.46,2.8,0.024,111.0,0.98816,3.48,13.1
7.2,0.25,14.4,0.055,205.0,0.9986,3.12,9.0
6.7,0.26,8.1,0.052,197.0,0.99558,3.19,9.5
7.3,0.4,5.45,0.016,90.0,0.98951,2.84,13.2
5.5,0.12,1.0,0.038,131.0,0.99164,3.25,9.8
6.0,0.34,15.9,0.046,164.0,0.9979,3.14,8.8
6.6,0.34,4.8,0.038,121.0,0.99198,3.36,12.6
10.7,0.22,8.2,0.044,181.0,0.998,2.87,9.5
5.4,0.45,6.4,0.033,102.0,0.98944,3.22,13.4
6.3,0.19,1.8,0.022,158.0,0.9907,3.2,11.4
7.2,0.37,11.6,0.032,214.0,0.9963,3.1,9.8
6.3,0.29,7.05,0.045,177.0,0.99564,3.23,9.0
7.2,0.28,16.7,0.045,200.0,0.999,3.08,9.5
8.2,0.23,0.9,0.057,73.0,0.9928,3.07,10.4
6.2,0.21,6.6,0.03,91.0,0.9914,3.32,12.5
5.1,0.305,1.75,0.036,73.0,0.99,3.4,12.3333333333333
6.8,0.24,3.2,0.049,161.0,0.99324,3.1,10.2
6.9,0.31,7.4,0.059,174.0,0.9963,3.46,11.1
6.8,0.32,8.7,0.029,105.0,0.99146,3.0,12.3
7.8,0.28,1.4,0.056,130.0,0.9944,3.28,9.5
7.8,0.34,1.8,0.042,167.0,0.9908,3.11,12.1
7.4,0.105,12.2,0.05,146.0,0.9973,3.16,9.0
7.4,0.19,9.3,0.03,132.0,0.994,2.99,11.0
6.0,0.26,1.2,0.053,124.0,0.99347,3.08,8.8
6.8,0.32,7.5,0.041,223.0,0.9959,3.14,8.9
7.2,0.27,12.5,0.037,156.0,0.9981,3.04,8.7
6.1,0.15,6.2,0.046,151.0,0.99471,3.6,10.6
7.0,0.21,8.7,0.045,222.0,0.9954,3.25,10.4
7.8,0.18,12.2,0.053,140.0,0.998,3.06,8.9
7.0,0.22,11.0,0.041,167.0,0.99508,2.98,10.5
6.2,0.3,1.2,0.052,185.0,0.99266,3.28,10.1
7.2,0.26,6.3,0.047,172.0,0.99573,3.18,9.5
5.9,0.29,3.2,0.035,117.0,0.98959,3.26,12.6
6.8,0.17,2.4,0.053,182.0,0.9953,3.63,10.5
7.4,0.19,12.8,0.053,229.0,0.9986,3.14,9.1
6.5,0.22,17.1,0.05,138.0,1.0001,3.3,8.8
8.2,0.34,5.2,0.076,92.0,0.99138,2.95,12.5
6.4,0.31,12.9,0.045,161.0,0.99546,3.02,10.2
6.6,0.34,8.1,0.046,170.0,0.99494,3.15,9.55
6.5,0.2,9.2,0.044,150.0,0.99502,3.22,10.5
6.2,0.28,10.3,0.03,108.0,0.99388,3.2,10.7
6.6,0.26,6.5,0.17,201.0,0.9956,3.19,9.4
6.7,0.24,9.0,0.023,109.0,0.99262,3.34,12.6
6.4,0.46,14.7,0.047,183.0,0.998275,3.39,10.5
6.6,0.28,0.8,0.037,119.0,0.9888,3.03,12.5
6.4,0.27,8.3,0.05,196.0,0.9955,3.18,9.5
6.1,0.28,7.75,0.031,139.0,0.99296,3.22,11.0
7.7,0.26,6.4,0.05,163.0,0.9937,3.19,11.5
6.3,0.24,2.3,0.039,109.0,0.99056,3.34,11.8
7.2,0.32,5.1,0.044,65.0,0.991,3.03,12.6
7.1,0.24,17.8,0.046,145.0,0.9998,3.32,8.7
7.9,0.27,1.7,0.034,122.0,0.99088,2.97,11.9
6.1,0.28,1.5,0.03,101.0,0.98894,3.03,12.1
6.8,0.2,1.2,0.034,68.0,0.9902,3.14,11.7
7.6,0.32,9.5,0.03,136.0,0.99367,3.1,12.1
6.3,0.18,5.6,0.047,147.0,0.99383,3.09,10.0
5.6,0.23,8.0,0.043,101.0,0.99429,3.19,10.4
6.9,0.22,6.3,0.029,131.0,0.99326,3.08,10.8
6.3,0.25,3.3,0.048,161.0,0.99256,3.16,10.5
5.3,0.21,0.7,0.028,66.0,0.99215,3.3,9.8
6.0,0.19,1.1,0.047,152.0,0.9916,3.54,11.1
